x,y,height_m,height_then_m,growth_m,cai_m_yr,stand_x,stand_y,in_target,leave_tree,harvest
364185.5,6686465.5,33.810001373291016,32.04999923706055,1.7600021362304688,0.1466668446858724,364100,6686400,False,False,False
364406.5,6686465.5,9.779999732971191,0.0,9.779999732971191,0.8149999777475992,364400,6686400,False,False,False
364443.5,6686465.5,24.040000915527344,19.209999084472656,4.8300018310546875,0.4025001525878906,364400,6686400,False,False,False
364540.5,6686465.5,27.760000228881836,24.100000381469727,3.6599998474121094,0.30499998728434247,364500,6686400,True,False,True
364572.5,6686465.5,29.540000915527344,27.65999984741211,1.8800010681152344,0.15666675567626953,364500,6686400,True,True,False
364599.5,6686465.5,28.170000076293945,25.0,3.1700000762939453,0.2641666730244954,364500,6686400,True,False,True
364666.5,6686465.5,29.809999465942383,26.25,3.559999465942383,0.29666662216186523,364600,6686400,True,False,True
364298.5,6686464.5,24.56999969482422,17.200000762939453,7.369998931884766,0.6141665776570638,364200,6686400,False,False,False
364348.5,6686464.5,22.31999969482422,15.729999542236328,6.590000152587891,0.5491666793823242,364300,6686400,False,False,False
364435.5,6686464.5,24.860000610351562,19.809999465942383,5.05000114440918,0.42083342870076496,364400,6686400,False,False,False
364512.5,6686464.5,23.860000610351562,22.239999771118164,1.6200008392333984,0.13500006993611655,364500,6686400,True,False,True
364332.5,6686463.5,21.899999618530273,17.850000381469727,4.049999237060547,0.3374999364217122,364300,6686400,False,False,False
364722.5,6686463.5,21.139999389648438,20.25,0.8899993896484375,0.07416661580403645,364700,6686400,False,False,False
364971.5,6686463.5,24.190000534057617,22.079999923706055,2.1100006103515625,0.17583338419596353,364900,6686400,False,False,False
364249.5,6686462.5,32.380001068115234,29.3799991607666,3.000001907348633,0.2500001589457194,364200,6686400,False,False,False
364276.5,6686462.5,21.93000030517578,14.65999984741211,7.270000457763672,0.605833371480306,364200,6686400,False,False,False
364359.5,6686462.5,21.850000381469727,15.239999771118164,6.6100006103515625,0.5508333841959635,364300,6686400,False,False,False
364934.5,6686462.5,22.829999923706055,21.350000381469727,1.4799995422363281,0.12333329518636067,364900,6686400,False,False,False
364990.5,6686462.5,24.969999313354492,23.670000076293945,1.2999992370605469,0.10833326975504558,364900,6686400,False,False,False
364221.5,6686461.5,36.95000076293945,33.439998626708984,3.5100021362304688,0.29250017801920575,364200,6686400,False,False,False
364657.5,6686461.5,31.34000015258789,28.190000534057617,3.1499996185302734,0.26249996821085614,364600,6686400,True,True,False
364944.5,6686461.5,23.579999923706055,0.0,23.579999923706055,1.9649999936421711,364900,6686400,False,False,False
364092.5,6686460.5,18.75,18.049999237060547,0.7000007629394531,0.058333396911621094,364000,6686400,False,False,False
364553.5,6686460.5,27.479999542236328,25.18000030517578,2.299999237060547,0.1916666030883789,364500,6686400,True,False,True
364106.5,6686459.5,17.170000076293945,15.710000038146973,1.4600000381469727,0.12166666984558105,364100,6686400,False,False,False
364120.5,6686459.5,18.399999618530273,17.81999969482422,0.5799999237060547,0.048333326975504555,364100,6686400,False,False,False
364161.5,6686459.5,29.420000076293945,27.649999618530273,1.7700004577636719,0.14750003814697266,364100,6686400,False,False,False
364237.5,6686459.5,32.91999816894531,29.239999771118164,3.6799983978271484,0.3066665331522624,364200,6686400,False,False,False
364258.5,6686459.5,29.5,27.030000686645508,2.469999313354492,0.20583327611287436,364200,6686400,False,False,False
364428.5,6686459.5,19.229999542236328,13.789999961853027,5.439999580383301,0.4533332983652751,364400,6686400,False,False,False
364623.5,6686459.5,27.31999969482422,25.790000915527344,1.529998779296875,0.1274998982747396,364600,6686400,True,False,True
364674.5,6686459.5,26.579999923706055,25.3799991607666,1.2000007629394531,0.10000006357828777,364600,6686400,True,False,True
364025.5,6686458.5,25.489999771118164,25.549999237060547,-0.05999946594238281,-0.004999955495198567,364000,6686400,False,False,False
364067.5,6686458.5,21.790000915527344,19.8700008392334,1.9200000762939453,0.16000000635782877,364000,6686400,False,False,False
364082.5,6686458.5,9.199999809265137,15.489999771118164,-6.289999961853027,-0.5241666634877523,364000,6686400,False,False,False
364324.5,6686458.5,24.030000686645508,16.559999465942383,7.470001220703125,0.6225001017252604,364300,6686400,False,False,False
364579.5,6686458.5,26.770000457763672,23.75,3.020000457763672,0.25166670481363934,364500,6686400,True,False,True
364032.5,6686457.5,24.489999771118164,22.290000915527344,2.1999988555908203,0.1833332379659017,364000,6686400,False,False,False
